notes,category,amount_idr,month,is_weekend,day_of_week
bayar tagihan rs,kesehatan,720000,5,False,Wednesday
bayar cicilan sewa tahunan,tempat_tinggal,1906000,5,False,Wednesday
bayar parkir inap,transportasi,25000,5,False,Thursday
bayar deposit apartemen,tempat_tinggal,6109000,5,False,Friday
bayar rawat jalan,kesehatan,541000,5,False,Friday
uang muka sewa kos,tempat_tinggal,1483000,5,False,Friday
liburan akhir pekan,hiburan,1263000,5,False,Friday
beli nasi padang,makanan,44000,5,False,Friday
pesan gofood malam,makanan,95000,5,True,Saturday
gaji diterima bulan ini,gaji,11469000,5,True,Saturday
menabung untuk beli rumah,tabungan,2199000,5,True,Saturday
bayar tagihan phone,tagihan,203000,5,True,Sunday
bayar kontrakan,tempat_tinggal,1215000,5,True,Sunday
beli roti pagi,makanan,10000,5,False,Monday
sewa kos bulanan,tempat_tinggal,1453000,6,False,Tuesday
makan soto ayam,makanan,92000,6,False,Tuesday
gaji pokok bulanan,gaji,7208000,6,False,Wednesday
beli tiket bus,transportasi,19000,6,False,Wednesday
bayar ipl apartemen,tempat_tinggal,2315000,6,False,Wednesday
servis ac mobil,transportasi,439000,6,False,Thursday
pembayaran gaji karyawan,gaji,6730000,6,False,Thursday
thr lebaran diterima,bonus,6877000,6,False,Thursday
bayar tagihan air,tagihan,96000,6,False,Thursday
menabung rutin bulanan,tabungan,1134000,6,False,Friday
iuran kebersihan lingkungan,tempat_tinggal,56000,6,False,Friday
top up emas antam digital,investasi,2550000,6,False,Friday
ganti oli motor,transportasi,89000,6,False,Friday
biaya pengelolaan apartemen,tempat_tinggal,7683000,6,False,Friday
deposit awal sewa,tempat_tinggal,4200000,6,False,Friday
bayar tagihan gas,tagihan,105000,6,True,Saturday
proyek website klien,freelance,14240000,6,True,Saturday
bayar uang kebersihan,tempat_tinggal,28000,6,True,Saturday
makan di food court,makanan,66000,6,True,Saturday
iuran kebersihan lingkungan,tempat_tinggal,90000,6,True,Sunday
main futsal,hiburan,109000,6,True,Sunday
liburan akhir pekan,hiburan,986000,6,True,Sunday
beli roti pagi,makanan,12000,6,True,Sunday
bayar parkir inap,transportasi,16000,6,False,Monday
bayar premium spotify,tagihan,233000,6,False,Tuesday
bayar parkir kantor,transportasi,25000,6,False,Tuesday
beli peralatan kebersihan,lainnya,159000,6,False,Tuesday
biaya keamanan komplek,tempat_tinggal,2472000,6,False,Wednesday
bayar tagihan gas,tagihan,79000,6,False,Wednesday
uang sewa bulan ini,tempat_tinggal,1975000,6,False,Wednesday
deposit awal sewa,tempat_tinggal,5047000,6,False,Wednesday
bayar langganan icloud,tagihan,49000,6,False,Wednesday
simpan untuk keperluan mendesak,tabungan,1352000,6,False,Thursday
main futsal,hiburan,126000,6,False,Thursday
beli sabun dan sampo,lainnya,300000,6,False,Thursday
bayar cicilan motor,tagihan,390000,6,False,Thursday
bayar kos minggu pertama,tempat_tinggal,1448000,6,False,Friday
bayar ujian sertifikasi,pendidikan,400000,6,False,Friday
belanja bulanan,lainnya,136000,6,False,Friday
naik travel antar kota,transportasi,54000,6,False,Friday
investasi pp lending,investasi,1874000,6,False,Friday
pengeluaran harian,lainnya,76000,6,False,Friday
perpanjang kontrak rumah,tempat_tinggal,3106000,6,True,Saturday
bayar asuransi jiwa,tagihan,609000,6,True,Sunday
nonton di bioskop xxi,hiburan,150000,6,True,Sunday
pesan burger online,makanan,94000,6,True,Sunday
bayar tagihan rs,kesehatan,1264000,6,False,Monday
makan di warung padang,makanan,115000,6,False,Monday
makan di food court,makanan,36000,6,False,Monday
beli jajanan pasar,makanan,86000,6,False,Tuesday
pesan ayam geprek,makanan,41000,6,False,Tuesday
tagihan pln bulan ini,tagihan,137000,6,False,Tuesday
bayar uang kebersihan,tempat_tinggal,95000,6,False,Wednesday
beli kopi pagi,makanan,39000,6,False,Wednesday
naik mrt jakarta,transportasi,87000,6,False,Wednesday
makan berdua di cafe,makanan,101000,6,False,Wednesday
belanja bulanan,lainnya,360000,6,False,Wednesday
perpanjang paket internet,tagihan,311000,6,False,Wednesday
makan berdua di cafe,makanan,100000,6,False,Wednesday
transaksi harian rutin,lainnya,146000,6,False,Thursday
bayar kontrakan,tempat_tinggal,2135000,6,False,Thursday
sarapan nasi uduk,makanan,104000,6,False,Thursday
piknik di taman,hiburan,123000,6,False,Friday
pesan ayam geprek,makanan,28000,6,False,Friday
penerimaan upah kerja,gaji,9975000,6,True,Saturday
bayar tagihan gas,tagihan,113000,6,True,Saturday
bayar langganan icloud,tagihan,41000,6,True,Saturday
bayar tol,transportasi,67000,6,True,Saturday
servis rutin motor,transportasi,504000,6,True,Saturday
naik taksi online,transportasi,92000,6,True,Saturday
beli hadiah teman,lainnya,119000,6,True,Sunday
beli nasi padang,makanan,83000,6,True,Sunday
pesan nasi goreng online,makanan,38000,6,True,Sunday
servis ac mobil,transportasi,707000,6,False,Monday
bayar kos bulanan,tempat_tinggal,1141000,6,False,Monday
beli kartu krl,transportasi,145000,6,False,Monday
bayar deposit apartemen,tempat_tinggal,8800000,6,False,Monday
bayar ipl apartemen,tempat_tinggal,6194000,6,False,Monday
sarapan nasi uduk,makanan,142000,6,False,Tuesday
bayar bootcamp,pendidikan,192000,6,False,Tuesday
tagihan provider bulan ini,tagihan,76000,6,False,Tuesday
bayar workshop desain,pendidikan,122000,6,False,Wednesday
pembayaran upah bulanan,gaji,20000000,6,False,Wednesday
karaoke bareng teman,hiburan,390000,6,False,Wednesday
bayar cicilan motor,tagihan,269000,6,False,Wednesday
bayar cicilan sewa tahunan,tempat_tinggal,2684000,6,False,Wednesday
bayar parkir mall,transportasi,11000,6,False,Thursday
piknik di taman,hiburan,300000,6,False,Thursday
bayar seminar online,pendidikan,316000,6,False,Thursday
jasa desain logo,freelance,2769000,6,False,Thursday
isi saldo emoney,transportasi,137000,6,False,Thursday
main bowling,hiburan,200000,6,False,Thursday
beli es teh manis,makanan,12000,6,False,Friday
pesan pizza online,makanan,87000,6,False,Friday
bayar kos minggu pertama,tempat_tinggal,1811000,6,True,Saturday
simpan dana darurat,tabungan,5250000,6,True,Saturday
pesan martabak,makanan,141000,6,True,Saturday
bayar kos bulanan,tempat_tinggal,2750000,6,True,Saturday
beli hadiah teman,lainnya,130000,6,True,Sunday
naik angkot ke pasar,transportasi,6000,6,True,Sunday
biaya sewa studio,tempat_tinggal,1113000,6,True,Sunday
transfer salary bulan ini,gaji,12935000,6,True,Sunday
menabung rutin bulanan,tabungan,2355000,6,True,Sunday
bayar kontrakan,tempat_tinggal,1270000,6,True,Sunday
sewa kos bulanan,tempat_tinggal,2500000,6,False,Monday
bayar tagihan air,tagihan,84000,6,False,Monday
main futsal,hiburan,100000,6,False,Monday
beli modul belajar,pendidikan,174000,6,False,Monday
sarapan di warung,makanan,40000,6,False,Monday
perpanjang sewa kos,tempat_tinggal,2710000,6,False,Tuesday
perpanjang paket internet,tagihan,340000,6,False,Tuesday
naik ojek online,transportasi,55000,6,False,Tuesday
uang muka sewa kos,tempat_tinggal,894000,6,False,Tuesday
keuntungan investasi saham,investasi,3974000,6,False,Tuesday
beli peralatan sekolah,pendidikan,360000,6,False,Wednesday
pesan ayam geprek,makanan,24000,7,False,Thursday
nonton konser online,hiburan,362000,7,False,Thursday
tambahan penghasilan bonus,bonus,2493000,7,False,Thursday
bayar ipl apartemen,tempat_tinggal,4259000,7,False,Thursday
investasi pp lending,investasi,824000,7,False,Friday
top up kartu etoll,transportasi,47000,7,False,Friday
naik taksi online,transportasi,103000,7,False,Friday
pesan grabfood,makanan,109000,7,False,Friday
bonus triwulan,bonus,6500000,7,True,Saturday
bayar pulsa bulanan,tagihan,518000,7,True,Saturday
beli tiket pertandingan,hiburan,235000,7,True,Sunday
keperluan rumah tangga,lainnya,134000,7,True,Sunday
beli produk rumahan,lainnya,300000,7,True,Sunday
top up investasi crypto,investasi,2611000,7,True,Sunday
transfer gaji dari hrd,gaji,15034000,7,False,Monday
karaoke bareng teman,hiburan,272000,7,False,Tuesday
naik travel antar kota,transportasi,122000,7,False,Tuesday
naik grab ke kantor,transportasi,23000,7,False,Wednesday
top up kartu etoll,transportasi,33000,7,False,Wednesday
naik travel antar kota,transportasi,78000,7,False,Thursday
bayar sewa apartemen,tempat_tinggal,4688000,7,False,Thursday
bayar kos bulanan,tempat_tinggal,1147000,7,False,Friday
ganti oli motor,transportasi,85000,7,False,Friday
makan soto ayam,makanan,90000,7,False,Friday
beli nasi padang,makanan,82000,7,True,Saturday
beli tiket kereta,transportasi,500000,7,True,Saturday
naik mrt jakarta,transportasi,32000,7,True,Saturday
bayar cicilan sewa tahunan,tempat_tinggal,3714000,7,True,Sunday
bayar tagihan air,tagihan,163000,7,True,Sunday
perpanjang kontrak rumah,tempat_tinggal,1575000,7,True,Sunday
bayar bpjs kesehatan,tagihan,228000,7,False,Monday
biaya sewa studio,tempat_tinggal,1177000,7,False,Monday
uang muka sewa kos,tempat_tinggal,854000,7,False,Monday
gaji plus tunjangan,gaji,11154000,7,False,Tuesday
perpanjang sewa kos,tempat_tinggal,962000,7,False,Tuesday
makan di kantin,makanan,40000,7,False,Wednesday
pesan pizza online,makanan,189000,7,False,Wednesday
keuntungan dari portofolio,investasi,5513000,7,False,Wednesday
beli tiket kereta,transportasi,477000,7,False,Wednesday
investasi reksa dana pasar uang,investasi,1948000,7,False,Wednesday
pesan pizza online,makanan,97000,7,False,Thursday
slip gaji diterima,gaji,16784000,7,False,Thursday
transfer ke rekening tabungan,tabungan,1276000,7,False,Thursday
bayar premi asuransi,tagihan,768000,7,False,Thursday
gaji bulanan masuk,gaji,10446000,7,False,Friday
bayar paket data,tagihan,74000,7,False,Friday
bayar premi asuransi,tagihan,767000,7,False,Friday
pesan nasi goreng online,makanan,39000,7,True,Saturday
bayar ipl apartemen,tempat_tinggal,3895000,7,True,Saturday
bayar kursus bahasa inggris,pendidikan,1312000,7,True,Saturday
makan di warteg,makanan,54000,7,True,Saturday
pendapatan affiliate,freelance,1705000,7,True,Saturday
belanja bulanan,lainnya,203000,7,True,Sunday
beli alat tulis,pendidikan,46000,7,True,Sunday
bayar paket data,tagihan,108000,7,False,Monday
keuntungan dari portofolio,investasi,1546000,7,False,Monday
iuran kebersihan lingkungan,tempat_tinggal,94000,7,False,Monday
bonus kinerja triwulan,gaji,11214000,7,False,Monday
beli aplikasi belajar,pendidikan,87000,7,False,Tuesday
top up investasi crypto,investasi,4267000,7,False,Tuesday
beli gorengan sore,makanan,7000,7,False,Tuesday
bayar uang kebersihan,tempat_tinggal,35000,7,False,Wednesday
bayar langganan icloud,tagihan,23000,7,False,Wednesday
bayar bpjs ketenagakerjaan,tagihan,350000,7,False,Wednesday
bayar ukt semester,pendidikan,181000,7,False,Wednesday
bayar imunisasi,kesehatan,475000,7,False,Wednesday
setor tunai ke tabungan,tabungan,661000,7,False,Wednesday
makan siang bareng teman,makanan,135000,7,False,Thursday
bayar langganan icloud,tagihan,35000,7,False,Thursday
bayar cicilan motor,tagihan,291000,7,False,Thursday
pesan shopeefood siang,makanan,80000,7,False,Thursday
bayar mcu tahunan,kesehatan,306000,7,False,Thursday
iuran rt bulanan,tempat_tinggal,108000,7,False,Thursday
belanja mingguan,lainnya,249000,7,False,Friday
bayar sewa rumah,tempat_tinggal,4423000,7,False,Friday
makan di mcdonald,makanan,114000,7,False,Friday
streaming disney,hiburan,64000,7,False,Friday
beli cilok,makanan,73000,7,True,Saturday
perpanjang sewa kos,tempat_tinggal,1866000,7,False,Monday
beli tiket kereta,transportasi,146000,7,False,Monday
konsultasi psikolog,kesehatan,233000,7,False,Monday
makan di kfc,makanan,78000,7,False,Monday
bayar kos minggu pertama,tempat_tinggal,1927000,7,False,Monday
sewa kos bulanan,tempat_tinggal,1254000,7,False,Tuesday
pendapatan affiliate,freelance,1136000,7,False,Tuesday
beli jajanan pasar,makanan,100000,7,False,Wednesday
transfer gaji dari hrd,gaji,9730000,7,False,Wednesday
makan di food court,makanan,60000,7,False,Thursday
beli kopi pagi,makanan,39000,7,False,Thursday
beli jajanan pasar,makanan,59000,7,False,Thursday
beli buku impor,pendidikan,206000,7,False,Thursday
menabung untuk liburan,tabungan,273000,7,False,Thursday
insentif bulanan,bonus,4566000,7,False,Thursday
main futsal,hiburan,166000,7,False,Friday
bayar premi asuransi,tagihan,579000,7,False,Friday
pesan nasi goreng online,makanan,43000,7,False,Friday
setor tunai ke tabungan,tabungan,2850000,7,False,Friday
beli reksa dana saham,investasi,7198000,7,False,Friday
bayar cicilan motor,tagihan,171000,7,False,Friday
makan bareng keluarga,makanan,120000,7,False,Friday
bayar tv kabel,tagihan,214000,7,True,Saturday
beli keperluan dapur,lainnya,178000,7,True,Saturday
servis rutin motor,transportasi,555000,7,True,Saturday
iuran rt bulanan,tempat_tinggal,82000,7,True,Saturday
pesan grabfood,makanan,107000,7,True,Saturday
biaya keamanan komplek,tempat_tinggal,1952000,7,True,Saturday
bayar kartu kredit,tagihan,237000,8,True,Sunday
beli jajanan pasar,makanan,47000,8,True,Sunday
bayar uang kebersihan,tempat_tinggal,40000,8,True,Sunday
bayar kos bulanan,tempat_tinggal,1048000,8,True,Sunday
bayar premium spotify,tagihan,195000,8,False,Monday
transaksi harian rutin,lainnya,293000,8,False,Monday
bayar ukt semester,pendidikan,226000,8,False,Monday
makan di food court,makanan,195000,8,False,Tuesday
top up emas antam digital,investasi,2266000,8,False,Tuesday
perpanjang kontrak rumah,tempat_tinggal,3324000,8,False,Wednesday
makan di food court,makanan,56000,8,False,Wednesday
perpanjang kontrak rumah,tempat_tinggal,4301000,8,False,Wednesday
beli keperluan dapur,lainnya,133000,8,False,Wednesday
pesan burger online,makanan,104000,8,False,Wednesday
isi bensin motor,transportasi,330000,8,False,Wednesday
transfer ke rekening tabungan,tabungan,1848000,8,False,Thursday
bonus target tercapai,bonus,3919000,8,False,Thursday
beli bubur pagi,makanan,16000,8,False,Thursday
beli es teh manis,makanan,12000,8,False,Thursday
beli buku referensi,pendidikan,315000,8,False,Friday
bayar deposit apartemen,tempat_tinggal,3696000,8,False,Friday
nabung rutin mingguan,tabungan,2850000,8,False,Friday
makan di kantin,makanan,38000,8,False,Friday
perpanjang kontrak rumah,tempat_tinggal,2595000,8,False,Friday
bayar parkir kantor,transportasi,21000,8,True,Saturday
beli cilok,makanan,110000,8,True,Saturday
bayar bpjs ketenagakerjaan,tagihan,353000,8,True,Saturday
transfer tabungan pendidikan anak,tabungan,939000,8,True,Sunday
bayar uang kebersihan,tempat_tinggal,58000,8,False,Monday
pesan ayam geprek,makanan,32000,8,False,Monday
beli sbn ritel,investasi,5873000,8,False,Monday
beli alat tensi,kesehatan,352000,8,False,Monday
beli kebutuhan pribadi,lainnya,155000,8,False,Monday
naik bus transjakarta,transportasi,11000,8,False,Monday
slip gaji diterima,gaji,12719000,8,False,Tuesday
ganti oli motor,transportasi,207000,8,False,Wednesday
makan malam di restoran,makanan,164000,8,False,Wednesday
transaksi harian rutin,lainnya,234000,8,False,Thursday
makan bareng keluarga,makanan,265000,8,False,Thursday
naik krl commuter line,transportasi,135000,8,False,Thursday
beli produk rumahan,lainnya,171000,8,False,Friday
bayar tv kabel,tagihan,142000,8,False,Friday
bayar kursus bahasa inggris,pendidikan,980000,8,True,Saturday
bayar kursus bahasa inggris,pendidikan,986000,8,True,Saturday
bonus produksi,bonus,3066000,8,True,Saturday
perpanjang kontrak rumah,tempat_tinggal,1950000,8,True,Saturday
bayar parkir mall,transportasi,14000,8,True,Sunday
beli cilok,makanan,126000,8,True,Sunday
beli tiket kereta,transportasi,257000,8,True,Sunday
makan di warung padang,makanan,98000,8,True,Sunday
main game online,hiburan,109000,8,True,Sunday
makan soto ayam,makanan,79000,8,True,Sunday
naik bus transjakarta,transportasi,28000,8,False,Monday
beli buku referensi,pendidikan,157000,8,False,Monday
makan di kantin,makanan,28000,8,False,Monday
beli sabun dan sampo,lainnya,126000,8,False,Monday
bayar paket data,tagihan,76000,8,False,Tuesday
makan siang bareng teman,makanan,73000,8,False,Tuesday
bayar uang kebersihan,tempat_tinggal,71000,8,False,Tuesday
bayar sewa rumah,tempat_tinggal,3489000,8,False,Tuesday
investasi pp lending,investasi,4635000,8,False,Wednesday
proyek website klien,freelance,6153000,8,False,Wednesday
bayar sewa apartemen,tempat_tinggal,5104000,8,False,Wednesday
thr perusahaan,bonus,8555000,8,False,Wednesday
tabungan masa depan,tabungan,3140000,8,False,Thursday
kontrol dokter spesialis,kesehatan,357000,8,False,Thursday
perpanjang kontrak rumah,tempat_tinggal,4665000,8,False,Friday
pesan shopeefood siang,makanan,55000,8,False,Friday
bayar tagihan listrik,tagihan,389000,8,False,Friday
naik angkot ke pasar,transportasi,14000,8,False,Friday
naik bus transjakarta,transportasi,15000,8,False,Friday
perpanjang kontrak rumah,tempat_tinggal,4977000,8,False,Friday
perpanjang kontrak rumah,tempat_tinggal,2643000,8,False,Friday
main futsal,hiburan,180000,8,True,Saturday
tagihan pln bulan ini,tagihan,550000,8,True,Saturday
beli sabun dan sampo,lainnya,125000,8,True,Saturday
bayar sewa apartemen,tempat_tinggal,3765000,8,True,Saturday
bayar parkir mall,transportasi,38000,8,True,Saturday
servis ac mobil,transportasi,840000,8,True,Saturday
beli vitamin dan suplemen,kesehatan,147000,8,True,Saturday
makan di warteg,makanan,63000,8,True,Sunday
perpanjang paket internet,tagihan,246000,8,True,Sunday
pesan dim sum,makanan,64000,8,True,Sunday
bayar kontrakan,tempat_tinggal,1904000,8,False,Monday
nonton pertandingan bola,hiburan,175000,8,False,Monday
naik travel antar kota,transportasi,79000,8,False,Monday
proyek website klien,freelance,9468000,8,False,Monday
bayar sewa rumah,tempat_tinggal,3926000,8,False,Monday
bayar tagihan air,tagihan,150000,8,False,Monday
pendapatan affiliate,freelance,825000,8,False,Tuesday
langganan spotify premium,hiburan,59000,8,False,Tuesday
beli kopi pagi,makanan,38000,8,False,Tuesday
bayar asuransi jiwa,tagihan,566000,8,False,Tuesday
naik krl commuter line,transportasi,128000,8,False,Tuesday
bayar uang kebersihan,tempat_tinggal,46000,8,False,Tuesday
nonton konser online,hiburan,629000,8,False,Tuesday
beli perlengkapan ibadah,lainnya,171000,8,False,Wednesday
main biliar,hiburan,201000,8,False,Wednesday
bayar workshop desain,pendidikan,278000,8,False,Thursday
beli bubur pagi,makanan,38000,8,False,Thursday
beli cilok,makanan,67000,8,False,Thursday
